,artists_id,artist_name,artist_followers,artists_popularity,artists_genre
439,2W6WP4pHQTFlbr2z9S4n54,Kordhell,843978,75,drift phonk
440,6MxlVTY6PmY8Nyn16fvxtb,Slightly Stoopid,694861,64,"reggae fusion,reggae rock"
441,3ppQEG71r7jVpI8RudzycF,OHGEESY,245944,65,cali rap
442,46gyXjRIvN1NL1eCB8GBxo,All Time Low,2969473,67,"modern rock,neon pop punk,pop punk"
443,0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle,3252050,65,"conscious hip hop,gangster rap,hip hop,pop rap,rap,southern hip hop,trap"
444,30e8DmahrEamvLbFRPdWmk,Justin Moore,1794507,63,"arkansas country,contemporary country,country,country road"
445,4E2rKHVDssGJm2SCDOMMJB,Doechii,306007,72,alternative r&b
446,2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,5552700,69,"alternative metal,alternative rock,conscious hip hop,funk metal,hard rock,nu metal,political hip hop,post-grunge,rap metal,rap rock,rock"
447,1bfl0AU8SqmLkElptOprhC,Julión Álvarez y su Norteño Banda,3501857,74,"banda,musica mexicana,norteno,sad sierreno"
448,2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,11710951,71,"canadian contemporary r&b,canadian pop,pop"
449,2oX42qP5ineK3hrhBECLmj,Andy Grammer,1164255,67,"neo mellow,post-teen pop"
450,5a2EaR3hamoenG9rDuVn8j,Prince,6935286,69,"funk,funk rock,minneapolis sound,rock,synth funk"
451,1LZEQNv7sE11VDY3SdxQeN,Bee Gees,7051605,75,"disco,mellow gold,soft rock"
452,2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,3510761,74,"canadian latin,canadian pop,dance pop,pop"
453,0my6Pg4I28dVcZLSpAkqhv,El Fantasma,5829784,70,"banda,corrido,musica mexicana,norteno"
454,2wIVse2owClT7go1WT98tk,Missy Elliott,2268122,69,"dance pop,hip hop,hip pop,neo soul,pop rap,r&b,rap,urban contemporary,virginia hip hop"
455,48zEowASEXWsK6lgP1xotZ,Baby Sleeps,135,70,
456,3Gm5F95VdRxW3mqCn8RPBJ,Aminé,1878414,69,"pop rap,portland hip hop,rap,underground hip hop"
457,1hLiboQ98IQWhpKeP9vRFw,boygenius,435050,68,indie pop
458,1By9QBFnjZAoI83BZppHlt,Billy Currington,2585956,65,"contemporary country,country,country road"
459,2xzyIzdjfeXX6FIQtlAAyw,ARIZONATEARS,4884,70,
460,2iojnBLj0qIMiKPvVhLnsH,Trey Songz,7380041,67,"dance pop,r&b,southern hip hop,trap,urban contemporary"
461,6B5c4sch27tWHAGdarpPaW,Seether,3242440,67,"alternative metal,nu metal,post-grunge,south african rock"
462,3pc0bOVB5whxmD50W79wwO,keshi,2898224,75,chill r&b
463,5NGO30tJxFlKixkPSgXcFE,The Police,5567107,74,"album rock,classic rock,permanent wave,rock"
464,16kOCiqZ1auY4sokSeZuKf,Los Bukis,3588820,72,"grupera,gruperas inmortales,musica mexicana"
465,5IbEL2xjRtKsunfmsahLuO,$NOT,1387183,68,"aesthetic rap,cloud rap,florida rap,underground hip hop"
466,4FlG0V0jhLO4qGpayFOphj,EST Gee,434800,66,"kentucky hip hop,memphis hip hop,southern hip hop"
467,7FY5V3XMwlNBPitEjXowHQ,Darius Rucker,2460999,66,"black americana,contemporary country,country,country road"
468,4IWBUUAFIplrNtaOHcJPRM,James Arthur,12745287,80,"pop,talent show,uk pop"
469,40LHVA5BTQp9RxHOQ9JPYj,Lauren Daigle,2476475,67,"ccm,christian alternative rock,christian music"
470,2dyeCWctcFRt3Pha76ONgb,"Hank Williams, Jr.",1516759,64,"country,country rock,outlaw country"
471,1GmsPCcpKgF9OhlNXjOsbS,Lizzy McAlpine,626983,70,"alt z,boston folk,indie pop"
472,6qgnBH6iDM91ipVXv28OMu,KAYTRANADA,1262373,70,"alternative r&b,escape room,indie soul,lgbtq+ hip hop"
473,1dABGukgZ8XKKOdd2rVSHM,Lofi Fruits Music,924538,70,"lo-fi cover,lo-fi product"
474,3EW0kQ1skZiK1NHg3Spt9J,Takeoff,1428615,69,"atl hip hop,rap,trap"
475,0e86yPdC41PGRkLp2Q1Bph,Mother Mother,3456290,70,"pov: indie,vancouver indie"
476,1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,11060852,79,pop
477,0a1gHP0HAqALbEyxaD5Ngn,Rascal Flatts,3563371,67,"contemporary country,country,country road"
478,165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,5264409,72,"alternative metal,funk metal,nu metal,post-grunge,rap metal,rock"
479,56ZTgzPBDge0OvCGgMO3OY,Beach House,1903758,70,"art pop,baltimore indie,dream pop,dreamo,indie pop,indie rock,indietronica,modern dream pop"
480,51Blml2LZPmy7TTiAg47vQ,U2,11368159,75,"irish rock,permanent wave,rock"
481,7FsRH5bw8iWpSbMX1G7xf1,Joan Sebastian,8961025,74,"banda,grupera,musica mexicana,norteno,ranchera"
482,79AyR6ATpj2LTPxfb6FX50,Lauren Spencer Smith,1100934,71,"alt z,gen z singer-songwriter"
483,4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,2968762,72,"new romantic,new wave,new wave pop,permanent wave,rock,sophisti-pop,synthpop"
484,7wCjDgV6nqBsHguQXPAaIM,Waylon Jennings,1343309,66,"classic texas country,country,outlaw country"
485,5g63iWaMJ2UrkZMkCC8dMi,Lil Tracy,670235,69,"cloud rap,melodic rap"
486,58r1rB5t3VF5X6yXGPequV,Maverick City Music,1226609,67,"sda a cappella,worship"
487,7dOBabd5O4CvKrg4iriHTM,Kid Rock,2483517,66,nu metal
488,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,38864148,80,electro house
489,2AfmfGFbe0A0WsTYm0SDTx,(G)I-DLE,6726200,76,"k-pop,k-pop girl group"
490,41X1TR6hrK8Q2ZCpp2EqCz,bbno$,1245317,70,"canadian hip hop,dark trap,meme rap"
491,6Ip8FS7vWT1uKkJSweANQK,Dave,3391965,80,uk hip hop
492,32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,2200379,69,"classic country pop,country,country dawn"
493,08Ld63UgKrJ0nZnCkzHtzc,Project Pat,760512,66,"crunk,dirty south rap,gangster rap,memphis hip hop,trap"
494,5ndkK3dpZLKtBklKjxNQwT,B.o.B,2125731,71,"atl hip hop,dance pop,pop rap,rap,southern hip hop"
495,6gZq1Q6bdOxsUPUG1TaFbF,Godsmack,3027481,66,"alternative metal,nu metal,post-grunge,rap metal"
496,2rwALQ1SXdfUWPUd6WOfYS,Aaron May,352029,67,indie hip hop
497,1n2pb9Tsfe4SwAjmUac6YT,Jake Owen,1911758,65,"contemporary country,country,country road"
498,3uL4UpqShC4p2x1dJutoRW,Ghostemane,3202180,69,"cloud rap,dark trap,florida rap"
499,3zmfs9cQwzJl575W1ZYXeT,Men I Trust,1323308,69,indie pop
500,6cK3NBO6uP7hh0oyuVELFl,Saweetie,1835567,69,"cali rap,trap queen"
501,776Uo845nYHJpNaStv1Ds4,Jimi Hendrix,6304284,68,"acid rock,album rock,classic rock,hard rock,proto-metal,psychedelic rock,rock"
502,21WS9wngs9AqFckK7yYJPM,PnB Rock,3939943,66,"melodic rap,rap,trap"
503,1oYXEVbGh1L7EWGm9C68cN,6arelyhuman,253124,69,scenecore
504,4J13m9IZh03PEhoxAxRhXO,Gerardo Ortiz,7309746,71,"banda,corrido,musica mexicana,norteno,sierreno"
505,2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,2577771,69,"neo mellow,permanent wave,pop rock,post-grunge"
506,7gZfnEnfiaHzxARJ2LeXrf,6ix9ine,6947107,71,emo rap
507,2MQN1o9W3ULxdT38vj8g4Q,9lives,89937,68,sigilkore
508,4oLeXFyACqeem2VImYeBFe,Fred again..,869575,74,"edm,house,stutter house"
509,2mVVjNmdjXZZDvhgQWiakk,Khruangbin,1470399,68,"indie soul,neo-psychedelic"
510,2sSGPbdZJkaSE2AbcGOACx,The Marías,1023061,69,"bedroom pop,la indie"
511,3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,1438935,66,"alternative metal,alternative rock,emo,modern power pop,modern rock,neon pop punk,pop punk,pop rock,post-grunge,punk,rock"
512,6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,4516458,67,"album rock,classic rock,glam metal,hard rock,nwobhm,rock"
513,22WZ7M8sxp5THdruNY3gXt,The Doors,7356054,71,"acid rock,album rock,classic rock,hard rock,psychedelic rock,rock"
514,3bhu7P5PfngueRHiB9hjcx,Elle King,569819,65,modern blues rock
515,1p6CdzJRoicjRcSdWoB9Qc,Mitchell Tenpenny,410026,64,"contemporary country,country road,heartland rock,modern country rock"
516,3ZHU5AKrUmIPnCFfr82QER,1nonly,839813,69,aesthetic rap
517,0lAWpj5szCSwM4rUMHYmrr,Måneskin,7659108,77,"indie rock italiano,italian pop,pop"
518,5sXaGoRLSpd7VeyZrLkKwt,Gregory Alan Isakov,770173,66,"indie folk,pop folk,stomp and flutter,stomp and holler"
519,3Rx4PJ7SP6unkOk5elPUK7,Money Man,535298,64,"memphis hip hop,southern hip hop,trap"
520,7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,3534372,71,"irish rock,pop rock,rock"
521,3Oim8XBPbznAa8Jj8QzNc8,Cults,728451,68,"experimental pop,indie surf"
522,4ETSs924pXMzjIeD6E9b4u,Surfaces,902470,66,bedroom soul
523,5KKpBU5eC2tJDzf0wmlRp2,RAYE,955769,74,"uk contemporary r&b,uk pop"
524,7gP3bB2nilZXLfPHJhMdvc,Foster The People,3741179,69,"indietronica,modern alternative rock,modern rock,rock"
525,6nxWCVXbOlEVRexSbLsTer,Flume,2404744,69,"australian dance,australian electropop,australian indie,downtempo,edm,indietronica"
526,2AM4ilv6UzW0uMRuqKtDgN,ZZ Top,4060797,69,"album rock,blues rock,classic rock,hard rock,rock"
527,6PvvGcCY2XtUcSRld1Wilr,Silk Sonic,819060,70,neo soul
528,1CFCsEqKrCyvAFKOATQHiW,Lecrae,1165005,64,christian hip hop
529,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,12402803,73,"dance pop,pop,urban contemporary"
530,70cRZdQywnSFp9pnc2WTCE,Simon & Garfunkel,4752413,70,"classic rock,folk,folk rock,melancholia,mellow gold,rock,soft rock"
531,0vn7UBvSQECKJm2817Yf1P,James Taylor,2408813,65,"classic rock,folk,folk rock,heartland rock,mellow gold,singer-songwriter,soft rock"
532,60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,15843784,74,"dutch edm,edm,pop,pop dance,progressive house"
533,3H6CaRooDAoCeRCpYwOXj2,Ramirez,309142,64,"cloud rap,dark trap,phonk"
534,3HVdAiMNjYrQIKlOGxoGh5,Rob Zombie,2607514,66,"alternative metal,hard rock,industrial metal,industrial rock,nu metal,post-grunge,rock"
535,4G1zP5i0r57g1c1CxrPhfM,ZillaKami,427537,64,dark trap
536,08PvCOlef4xdOr20jFSTPd,Flo Milli,618953,65,viral rap
537,7yntSJ6uojO3z6GFUVwhAW,CORPSE,2309615,67,pov: indie
538,5G9kmDLg3OeUyj8KVBLzbu,mike.,565587,64,"indie pop rap,rhode island rap"
539,7sKxqpSqbIzphAKAhrqvlf,Walker Hayes,615020,64,"contemporary country,country,country road,modern country rock"
540,6Ha4aES39QiVjR0L2lwuwq,Yo Gotti,4332511,64,"dirty south rap,gangster rap,memphis hip hop,rap,southern hip hop,tennessee hip hop,trap"
541,0I6yADrmeyvw66g7yjkqIF,The Living Tombstone,2709485,70,"otacore,pixel,pov: indie"
542,6Q192DXotxtaysaqNPy5yR,Amy Winehouse,8511011,73,"british soul,neo soul"
543,2CvCyf1gEVhI0mX6aFXmVI,Paul Simon,2152821,67,"classic rock,folk,folk rock,mellow gold,permanent wave,rock,singer-songwriter,soft rock"
544,12Chz98pHFMPJEknJQMWvI,Muse,7620490,74,"alternative rock,modern rock,permanent wave,rock"
545,55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,1189706,68,"alt z,pop"
546,6AcOTCYBMvjKYy4zms0kaC,Banda El Recodo,3558712,70,"banda,banda sinaloense,musica mexicana,norteno"
547,37hAfseJWi0G3Scife12Il,City Girls,2302697,64,"scam rap,trap queen"
548,13YmWQJFwgZrd4bf5IjMY4,Brad Paisley,2689459,64,"contemporary country,country,country road"
549,4myTppRgh0rojLxx8RycOp,Ryan Lewis,19370,72,pop rap
552,0H942IkjXv9bjx5OxoG7kh,jnhygs,84004,68,"sigilkore,sped up"
566,14zUHaJZo1mnYtn6IBRaRP,Justin Quiles,4097749,77,"reggaeton,trap latino,urbano latino"
569,15oLsNy8mZYaIukh4eDhXy,Baby Smoove,242745,62,"detroit hip hop,detroit trap,scam rap"
573,2uFUBdaVGtyMqckSeCl0Qj,Ludovico Einaudi,3121276,75,"bow pop,compositional ambient,neo-classical"
574,0fGcIStdT1OpFFhOC7Wp36,Teezo Touchdown,73731,67,"chill abstract hip hop,indie hip hop"
583,6z7xFFHxYkE9t8bwIF0Bvg,Boosie Badazz,2270497,62,"baton rouge rap,dirty south rap,southern hip hop,trap"
584,7u9m43vPVTERaALXXOzrRq,Chalino Sanchez,2543091,67,"banda,corrido,corridos clasicos,musica mexicana,norteno,sierreno"
590,4AVFqumd2ogHFlRbKIjp1t,Alesso,3958704,73,"dance pop,edm,pop,pop dance"
591,7j6DKwmjbxvpQO8h914uEz,Ryan Castro,1757897,75,"reggaeton,trap colombiano,trap latino,urbano latino"
592,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,6578058,69,"dance pop,girl group,pop,r&b,urban contemporary"
593,05gpwlopBWyQmdjs2USSPs,Rain Fruits,243,68,
594,6MPCFvOQv5cIGfw3jODMF0,Internet Money,730245,67,pop rap
595,3QSQFmccmX81fWCUSPTS7y,Dean Lewis,2652442,73,"australian pop,pop"
596,2Tglaf8nvDzwSQnpSrjLHP,Cuco,2377470,67,"bedroom pop,dream pop"
597,60df5JBRRPcnSpsIMxxwQm,Otis Redding,2123903,68,"classic soul,memphis soul,soul,soul blues,southern soul,vocal jazz"
598,33tFkBLsl6f8TjKkV0uF0C,Lovejoy,1363044,67,"pixel,pov: indie"
599,68DWke2VjdDmA75aJX5C57,Yelawolf,2228735,64,alabama rap
600,0urTpYCsixqZwgNTkPJOJ4,Aaliyah,3942136,65,"contemporary r&b,dance pop,hip pop,r&b,urban contemporary"
601,70gP6Ry4Uo0Yx6uzPIdaiJ,Bas,514592,65,"queens hip hop,rap,sudanese hip hop,sudanese pop,underground hip hop"
602,4j56EQDQu5XnL7R3E9iFJT,Young the Giant,1517147,66,"indietronica,modern alternative rock,modern rock,pov: indie,stomp and holler"
603,4wQ3PyMz3WwJGI5uEqHUVR,Allman Brothers Band,1509686,62,"album rock,blues rock,classic rock,country rock,folk rock,hard rock,heartland rock,jam band,mellow gold,rock,singer-songwriter,soft rock,southern rock"
604,3cjEqqelV9zb4BYE3qDQ4O,EXO,9729623,74,"k-pop,k-pop boy group"
605,1KP6TWI40m7p3QBTU6u2xo,BØRNS,1175260,66,"indie poptimism,modern alternative rock,modern rock,pov: indie"
606,74ASZWbe4lXaubB36ztrGX,Bob Dylan,6206810,69,"classic rock,country rock,folk,folk rock,psychedelic rock,rock,roots rock,singer-songwriter"
607,4TKTii6gnOnUXQHyuo9JaD,Sheryl Crow,1046307,65,"lilith,new wave pop,permanent wave,pop rock,singer-songwriter"
608,4KWTAlx2RvbpseOGMEmROg,R.E.M.,4118227,72,"alternative rock,athens indie,permanent wave,rock"
609,2AMeiDbfU2vonrTkpXDKUu,Kay Flock,565586,65,"bronx drill,melodic drill,new york drill"
610,24z2EWgF5nVUKnbJHd9ku2,Grupo Laberinto,527959,66,"cumbia sonorense,musica sonorense,tecnobanda,tejano"
611,0PFtn5NtBbbUNbU9EAmIWF,TOTO,2682388,71,"album rock,classic rock,hard rock,mellow gold,rock,soft rock,yacht rock"
612,0rZp7G3gIH6WkyeXbrZnGi,Novo Amor,904549,69,"ambient folk,indie folk"
613,3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,3088843,77,"deep euro house,deep house,edm,german dance,pop dance,tropical house"
614,2N4EYkIlG1kv25g6Wv8LGI,Killer Mike,328551,63,"alternative hip hop,atl hip hop,conscious hip hop,hip hop,old school atlanta hip hop,political hip hop,southern hip hop"
615,46HzS7yz0c9udVwtbHk1sx,Cochise,565119,65,"plugg,pluggnb,rage rap"
616,1yAwtBaoHLEDWAnWR87hBT,Modest Mouse,1399108,62,"alternative rock,chamber pop,indie rock,indietronica,modern rock,washington indie"
617,5nGIFgo0shDenQYSE0Sn7c,Evanescence,3989545,70,alternative metal
618,67ea9eGLXYMsO2eYQRui3w,The Who,5124024,67,"album rock,british invasion,classic rock,hard rock,rock"
619,5LhTec3c7dcqBvpLRWbMcf,Madlib,426520,66,"abstract hip hop,alternative hip hop,hip hop,instrumental hip hop,psychedelic hip hop"
620,6TcnmlCSxihzWOQJ8k0rNS,Third Eye Blind,1483969,63,"alternative metal,alternative rock,pop rock,post-grunge"
621,3NPpFNZtSTHheNBaWC82rB,X Ambassadors,2913887,70,"modern alternative rock,modern rock,stomp pop"
622,0YWxKQj2Go9CGHCp77UOyy,Fabolous,2632218,64,"gangster rap,hip hop,pop rap,rap,trap,urban contemporary"
623,1R6Hx1tJ2VOUyodEpC12xM,Jim Croce,1277866,64,"classic rock,country rock,folk,folk rock,heartland rock,mellow gold,singer-songwriter,soft rock"
624,1bAftSH8umNcGZ0uyV7LMg,Duki,9128441,84,"argentine hip hop,trap argentino,trap latino,trap triste,urbano latino"
625,63XBtGSEZINSyXylZxEUbv,Victoria Monét,729162,65,alternative r&b
626,32WkQRZEVKSzVAAYqukAEA,Lady A,3813027,65,"contemporary country,country,country dawn,country pop,country road"
627,5xUf6j4upBrXZPg6AI4MRK,Soundgarden,4084671,65,"alternative metal,alternative rock,classic rock,grunge,hard rock,nu metal,rock"
628,2y246nnP9pQT0E6v3ZMMOO,Night Lovell,1288912,66,"aesthetic rap,canadian hip hop,canadian trap,cloud rap,dark trap,ottawa rap"
629,1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,5953078,70,"adult standards,canadian pop,jazz pop,lounge"
630,21451j1KhjAiaYKflxBjr1,Zion & Lennox,7499981,75,"reggaeton,urbano latino"
631,3IJ21966TwNZI24MwZHMu4,Baby Tate,359739,66,trap queen
632,5zctI4wO9XSKS8XwcnqEHk,Lil Mosey,5171993,67,"melodic rap,rap conscient"
633,5eumcnUkdmGvkvcsx1WFNG,Tito Double P,28592,69,
634,60gmlHZmT16wiO9GiXKYK9,Chris Janson,320975,62,"contemporary country,country,country road,modern country rock"
635,2W8yFh0Ga6Yf3jiayVxwkE,Dove Cameron,4295614,69,pop
636,0vEsuISMWAKNctLlUAhSZC,Counting Crows,1683870,67,"neo mellow,pop rock,post-grunge,rock"
637,2gbT6GPXMis0OAkZbEQCYB,Pinegrove,269500,63,"countrygaze,indie rock,new jersey indie,small room"
638,7o96HO2zrujyATtVsqGhh3,Goth Babe,271459,62,"indie rock,pov: indie"
639,5CiGnKThu5ctn9pBxv7DGa,benny blanco,1059792,69,pop
640,7lzordPuZEXxwt9aoVZYmG,Billy Idol,1727909,68,"album rock,classic rock,dance rock,hard rock,new romantic,new wave,new wave pop,rock,soft rock"
641,3tJnB0s6c3oXPq1SCCavnd,Marco Antonio Solís,6557920,72,"grupera,latin pop,musica mexicana,ranchera"
642,2yQf6b8hxahZaT5dHlWaB1,Raekwon,562811,66,"east coast hip hop,hardcore hip hop"
643,7pwufEBGfggjoI8twqlsmQ,Nessa Barrett,1089865,67,social media pop
644,6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,5247663,75,pop
645,29kkCKKGXheHuoO829FxWK,Boston,2532833,65,"album rock,classic rock,glam metal,hard rock,mellow gold,rock,soft rock"
646,0vR2qb8m9WHeZ5ByCbimq2,Reik,8432381,76,"latin arena pop,latin pop,mexican pop,reggaeton"
647,3RwQ26hR2tJtA8F9p2n7jG,The Temptations,2774377,65,"memphis soul,motown,soul"
648,2CIMQHirSU0MQqyYHq0eOx,deadmau5,2820715,66,"canadian electronic,complextro,edm,electro house,pop dance,progressive house"
649,2ysnwxxNtSgbb9t1m2Ur4j,George Ezra,4088890,73,"folk-pop,neo-singer-songwriter"
